brandid,query,date,params,querytype
197415,What is Courus,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Courus"",""returnType"":1}",verboseaccurate
197415,Who is the audience of Courus,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Courus"",""returnType"":1}",audience
197438,Reink Media Group,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Reink Media Group"",""returnType"":1}",basic
197438,What is Reink Media Group,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Reink Media Group"",""returnType"":1}",verboseaccurate
197438,Who is the audience of Reink Media Group,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Reink Media Group"",""returnType"":1}",audience
197573,John Ozuysal,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""John Ozuysal"",""returnType"":1}",basic
197573,Who is John Ozuysal,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is John Ozuysal"",""returnType"":1}",verboseaccurate
197573,What are John Ozuysal professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are John Ozuysal professions"",""returnType"":1}",professions
197573,Who is the audience of John Ozuysal,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of John Ozuysal"",""returnType"":1}",audience
197581,Google Knowledge Panel,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Google Knowledge Panel"",""returnType"":1}",basic
197581,What is Google Knowledge Panel,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Google Knowledge Panel"",""returnType"":1}",verboseaccurate
197581,Who is the audience of Google Knowledge Panel,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Google Knowledge Panel"",""returnType"":1}",audience
197588,Maxwell Hills,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Maxwell Hills"",""returnType"":1}",basic
197588,Who is Maxwell Hills,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Maxwell Hills"",""returnType"":1}",verboseaccurate
197588,What are Maxwell Hills professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Maxwell Hills professions"",""returnType"":1}",professions
197588,Who is the audience of Maxwell Hills,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Maxwell Hills"",""returnType"":1}",audience
197590,Chargebee,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Chargebee"",""returnType"":1}",basic
197590,What is Chargebee,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Chargebee"",""returnType"":1}",verboseaccurate
197590,Who is the audience of Chargebee,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Chargebee"",""returnType"":1}",audience
197591,Forexbrokers.com,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Forexbrokers.com"",""returnType"":1}",basic
197591,What is Forexbrokers.com,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Forexbrokers.com"",""returnType"":1}",verboseaccurate
197591,Who is the audience of Forexbrokers.com,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Forexbrokers.com"",""returnType"":1}",audience
197592,Stockbrokers.com,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Stockbrokers.com"",""returnType"":1}",basic
197592,What is Stockbrokers.com,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Stockbrokers.com"",""returnType"":1}",verboseaccurate
197592,Who is the audience of Stockbrokers.com,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Stockbrokers.com"",""returnType"":1}",audience
197593,Investor.com,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Investor.com"",""returnType"":1}",basic
197593,What is Investor.com,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Investor.com"",""returnType"":1}",verboseaccurate
197593,Who is the audience of Investor.com,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Investor.com"",""returnType"":1}",audience
200977,Pinnacle Custom Signs,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Pinnacle Custom Signs"",""returnType"":1}",basic
200977,What is Pinnacle Custom Signs,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Pinnacle Custom Signs"",""returnType"":1}",verboseaccurate
200977,Who is the audience of Pinnacle Custom Signs,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Pinnacle Custom Signs"",""returnType"":1}",audience
200985,Leanne Summers,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Leanne Summers"",""returnType"":1}",basic
200985,Leanne Summers Copywriter,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Leanne Summers Copywriter"",""returnType"":1}",qualifier
200985,Who is Leanne Summers,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Leanne Summers"",""returnType"":1}",verboseaccurate
200985,What are Leanne Summers professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Leanne Summers professions"",""returnType"":1}",professions
200985,Who is Leanne Summers Copywriter,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Leanne Summers Copywriter"",""returnType"":1}",verboseaccurate
200985,Who is the audience of Leanne Summers,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Leanne Summers"",""returnType"":1}",audience
200988,KlickTipp Marketing Suite,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""KlickTipp Marketing Suite"",""returnType"":1}",basic
200988,What is KlickTipp Marketing Suite,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is KlickTipp Marketing Suite"",""returnType"":1}",verboseaccurate
200988,Who is the audience of KlickTipp Marketing Suite,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of KlickTipp Marketing Suite"",""returnType"":1}",audience
200989,KlickTipp Deluxe,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""KlickTipp Deluxe"",""returnType"":1}",basic
200989,What is KlickTipp Deluxe,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is KlickTipp Deluxe"",""returnType"":1}",verboseaccurate
200989,Who is the audience of KlickTipp Deluxe,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of KlickTipp Deluxe"",""returnType"":1}",audience
200990,KlickTipp Standard,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""KlickTipp Standard"",""returnType"":1}",basic
200990,What is KlickTipp Standard,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is KlickTipp Standard"",""returnType"":1}",verboseaccurate
200990,Who is the audience of KlickTipp Standard,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of KlickTipp Standard"",""returnType"":1}",audience
200991,KlickTipp Premium,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""KlickTipp Premium"",""returnType"":1}",basic
200991,What is KlickTipp Premium,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is KlickTipp Premium"",""returnType"":1}",verboseaccurate
200991,Who is the audience of KlickTipp Premium,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of KlickTipp Premium"",""returnType"":1}",audience
200992,KlickTipp Enterprise,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""KlickTipp Enterprise"",""returnType"":1}",basic
200992,What is KlickTipp Enterprise,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is KlickTipp Enterprise"",""returnType"":1}",verboseaccurate
200992,Who is the audience of KlickTipp Enterprise,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of KlickTipp Enterprise"",""returnType"":1}",audience
200995,Epiphany Wellness,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Epiphany Wellness"",""returnType"":1}",basic
200995,What is Epiphany Wellness,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Epiphany Wellness"",""returnType"":1}",verboseaccurate
200995,Who is the audience of Epiphany Wellness,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Epiphany Wellness"",""returnType"":1}",audience
200996,New Waters Recovery,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""New Waters Recovery"",""returnType"":1}",basic
200996,What is New Waters Recovery,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is New Waters Recovery"",""returnType"":1}",verboseaccurate
200996,Who is the audience of New Waters Recovery,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of New Waters Recovery"",""returnType"":1}",audience
200997,Ascendant NY,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Ascendant NY"",""returnType"":1}",basic
200997,What is Ascendant NY,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Ascendant NY"",""returnType"":1}",verboseaccurate
200997,Who is the audience of Ascendant NY,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Ascendant NY"",""returnType"":1}",audience
200998,Alpas Wellness,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Alpas Wellness"",""returnType"":1}",basic
200998,What is Alpas Wellness,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Alpas Wellness"",""returnType"":1}",verboseaccurate
200998,Who is the audience of Alpas Wellness,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Alpas Wellness"",""returnType"":1}",audience
201000,Absolute Awakenings,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Absolute Awakenings"",""returnType"":1}",basic
201000,What is Absolute Awakenings,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Absolute Awakenings"",""returnType"":1}",verboseaccurate
201000,Who is the audience of Absolute Awakenings,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Absolute Awakenings"",""returnType"":1}",audience
201001,Recovery Unplugged,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Recovery Unplugged"",""returnType"":1}",basic
201001,What is Recovery Unplugged,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Recovery Unplugged"",""returnType"":1}",verboseaccurate
201001,Who is the audience of Recovery Unplugged,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Recovery Unplugged"",""returnType"":1}",audience
201002,DIGITECH Web Design,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""DIGITECH Web Design"",""returnType"":1}",basic
201002,What is DIGITECH Web Design,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is DIGITECH Web Design"",""returnType"":1}",verboseaccurate
201002,Who is the audience of DIGITECH Web Design,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of DIGITECH Web Design"",""returnType"":1}",audience
201003,Heights Treatment,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Heights Treatment"",""returnType"":1}",basic
201003,What is Heights Treatment,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Heights Treatment"",""returnType"":1}",verboseaccurate
201003,Who is the audience of Heights Treatment,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Heights Treatment"",""returnType"":1}",audience
201005,Ocean Recovery,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Ocean Recovery"",""returnType"":1}",basic
201005,What is Ocean Recovery,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Ocean Recovery"",""returnType"":1}",verboseaccurate
201005,Who is the audience of Ocean Recovery,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Ocean Recovery"",""returnType"":1}",audience
201007,Jason Martin Barnard,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Jason Martin Barnard"",""returnType"":1}",basic
201007,Who is Jason Martin Barnard,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Jason Martin Barnard"",""returnType"":1}",verboseaccurate
201007,What are Jason Martin Barnard professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Jason Martin Barnard professions"",""returnType"":1}",professions
201007,Who is the audience of Jason Martin Barnard,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Jason Martin Barnard"",""returnType"":1}",audience
201246,Blue Orchid Digital,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Blue Orchid Digital"",""returnType"":1}",basic
201246,What is Blue Orchid Digital,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Blue Orchid Digital"",""returnType"":1}",verboseaccurate
201246,Who is the audience of Blue Orchid Digital,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Blue Orchid Digital"",""returnType"":1}",audience
201247,Callum Scott,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Callum Scott"",""returnType"":1}",basic
201247,Who is Callum Scott,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Callum Scott"",""returnType"":1}",verboseaccurate
201247,What are Callum Scott professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Callum Scott professions"",""returnType"":1}",professions
201247,Who is the audience of Callum Scott,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Callum Scott"",""returnType"":1}",audience
201252,Revibe Men’s Health LLC,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Revibe Men\u2019s Health LLC"",""returnType"":1}",basic
201252,What is Revibe Men’s Health LLC,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Revibe Men\u2019s Health LLC"",""returnType"":1}",verboseaccurate
201252,Who is the audience of Revibe Men’s Health LLC,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Revibe Men\u2019s Health LLC"",""returnType"":1}",audience
201254,Jeffrey Lieberman,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Jeffrey Lieberman"",""returnType"":1}",basic
201254,Who is Jeffrey Lieberman,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Jeffrey Lieberman"",""returnType"":1}",verboseaccurate
201254,What are Jeffrey Lieberman professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Jeffrey Lieberman professions"",""returnType"":1}",professions
